Dataset,Trial,TotalCPUTime,TotalWaitTime,AverageStartTime,AverageExecTime,AverageFinishTime,Throughput,Makespan,ImbalanceDegree,ResourceUtilization,TotalEnergyConsumption
3000,1,3955566.6644,0.0000,0.4000,1318.5222,1318.9222,1.607293,1866.8923,0.389498,0.894900,6720812.2801
3000,2,3982648.0206,0.0000,0.4000,1327.5493,1327.9493,1.600157,1875.2166,0.353792,0.898057,6750779.7678
3000,3,3976670.8999,0.0000,0.4000,1325.5570,1325.9570,1.601046,1874.1756,0.339780,0.897137,6747032.0370
3000,4,3921293.2516,0.0000,0.4000,1307.0978,1307.4978,1.628147,1842.9858,0.334576,0.899435,6634748.7899
3000,5,3993248.5765,0.0000,0.4000,1331.0829,1331.4829,1.595039,1881.2319,0.361845,0.896587,6772434.6794
3000,6,3880075.7783,0.0000,0.4000,1293.3586,1293.7586,1.622791,1849.0669,0.361014,0.886295,6656640.9077
3000,7,3902674.7771,0.0000,0.4000,1300.8916,1301.2916,1.630839,1839.9440,0.350759,0.895720,6623798.4531
3000,8,3991411.0221,0.0000,0.4000,1330.4703,1330.8703,1.566325,1915.7113,0.451143,0.876769,6896560.6599
3000,9,3973035.4381,0.0000,0.4000,1324.3451,1324.7451,1.594044,1882.4056,0.384284,0.892749,6776660.0391
3000,10,3913729.2029,0.0000,0.4000,1304.5764,1304.9764,1.618024,1854.5137,0.334449,0.893270,6676249.1723
