Dataset,Trial,TotalCPUTime,TotalWaitTime,AverageStartTime,AverageExecTime,AverageFinishTime,Throughput,Makespan,ImbalanceDegree,ResourceUtilization,TotalEnergyConsumption
2000,1,3470332.8680,0.0000,0.4000,1735.1664,1735.5664,0.151293,13219.7635,0.825671,0.678790,47591148.5311
2000,2,3505002.9321,0.0000,0.4000,1752.5015,1752.9015,0.151961,13161.6805,0.914977,0.687242,47382049.7668
2000,3,3508334.3240,0.0000,0.4000,1754.1672,1754.5672,0.157636,12687.8500,0.850940,0.711782,45676260.1317
2000,4,3443149.9710,0.0000,0.4000,1721.5750,1721.9750,0.159543,12536.2047,0.736871,0.710216,45130337.0920
2000,5,3537845.7701,0.0000,0.4000,1768.9229,1769.3229,0.150619,13278.9453,0.858107,0.682240,47804203.1225
2000,6,3410286.5955,0.0000,0.4000,1705.1433,1705.5433,0.159737,12521.0108,0.782146,0.703002,45075638.7689
2000,7,3449766.0616,0.0000,0.4000,1724.8830,1725.2830,0.157214,12721.9173,0.852024,0.695807,45798902.3218
2000,8,3504151.8095,0.0000,0.4000,1752.0759,1752.4759,0.150222,13314.0710,0.896145,0.677598,47930655.4290
2000,9,3489029.3246,0.0000,0.4000,1744.5147,1744.9147,0.156790,12756.3136,0.843154,0.707594,45922729.0590
2000,10,3435461.5673,0.0000,0.4000,1717.7308,1718.1308,0.162861,12280.8362,0.826904,0.724520,44211010.2493
